Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
CUST_2509,44,223004,1334468,411,12,Yes
CUST_2510,65,1487017,292718,624,36,No
CUST_2511,39,1105675,767167,557,60,No
CUST_2512,25,1652284,597374,827,48,No
CUST_2513,52,648013,1184213,649,24,Yes
CUST_2514,64,389167,525243,734,24,No
CUST_2515,21,1131253,419478,725,24,No
CUST_2516,43,1861908,637371,579,48,Yes
CUST_2517,57,482260,1193604,670,24,Yes
CUST_2518,28,742955,712643,548,60,Yes
CUST_2519,33,1585777,312399,480,48,Yes
CUST_2520,28,1847069,257627,377,24,Yes
CUST_2521,43,1275878,871482,635,12,No
CUST_2522,63,1653075,320888,349,48,Yes
CUST_2523,21,1410583,467972,384,48,No
CUST_2524,65,796822,1160172,303,36,Yes
CUST_2525,44,1998278,1480360,616,24,No
CUST_2526,55,1411272,891464,410,12,Yes
CUST_2527,44,1262016,879119,633,60,No
CUST_2528,37,573145,227175,432,48,Yes
CUST_2529,25,1557221,1251624,418,60,Yes
CUST_2530,40,594485,443807,649,60,No
CUST_2531,41,994300,1104853,841,60,Yes
CUST_2532,60,885611,898292,354,36,Yes
CUST_2533,51,540053,183332,660,60,Yes
CUST_2534,56,1857387,1339091,752,24,No
CUST_2535,31,894089,336885,629,24,Yes
CUST_2536,35,740022,431864,518,12,No
CUST_2537,39,1946365,1397931,507,12,No
CUST_2538,27,1420985,814752,384,60,No
CUST_2539,48,1682117,832733,544,60,Yes
CUST_2540,63,545744,484758,634,36,No
CUST_2541,25,707173,1367589,511,60,Yes
CUST_2542,25,864471,399760,482,60,No
CUST_2543,50,1876850,144515,432,60,No
CUST_2544,52,1886647,1249070,649,48,No
CUST_2545,28,1460231,1286664,581,48,No
CUST_2546,30,1715412,269601,592,36,Yes
CUST_2547,58,1920389,783282,568,36,Yes
CUST_2548,52,1989780,346177,496,24,Yes
CUST_2549,48,632184,1359281,836,36,No
CUST_2550,37,1409725,62938,319,24,No
CUST_2551,51,439654,1229418,704,60,No
CUST_2552,28,627991,1044199,414,36,No
CUST_2553,60,1437792,1362994,325,36,Yes
CUST_2554,45,1425745,475031,694,36,No
CUST_2555,29,1010935,1248609,680,24,No
CUST_2556,22,858139,1118620,822,24,No
CUST_2557,35,1073272,1197948,838,12,No
CUST_2558,23,1380403,989479,382,24,Yes
CUST_2559,56,501407,1375426,849,24,No
CUST_2560,24,517231,1235622,744,48,Yes
CUST_2561,34,775770,388608,386,36,No
CUST_2562,61,322989,595501,686,24,Yes
CUST_2563,61,1659192,1352619,697,36,No
CUST_2564,45,1026547,1054735,585,36,No
CUST_2565,30,476393,1423464,668,48,Yes
CUST_2566,41,1164329,723131,721,36,No
CUST_2567,56,834649,871485,742,24,No
CUST_2568,32,499850,298966,819,36,No
CUST_2569,47,1609761,495292,587,12,No
CUST_2570,60,241139,1236693,394,12,Yes
CUST_2571,22,839207,1418343,340,48,Yes
CUST_2572,33,971965,1128290,630,24,No
CUST_2573,52,503446,739746,454,48,Yes
CUST_2574,51,1474332,1470003,803,12,No
CUST_2575,36,1598558,1369282,574,24,No
CUST_2576,52,1185663,367192,478,36,Yes
CUST_2577,52,864006,405439,436,24,Yes
CUST_2578,54,1917479,62026,479,60,Yes
CUST_2579,31,1998432,156147,481,24,Yes
CUST_2580,30,1245716,933706,558,36,Yes
CUST_2581,35,1926721,338988,542,60,No
CUST_2582,37,1064785,402559,395,48,Yes
CUST_2583,60,1599712,1307150,496,24,Yes
CUST_2584,38,1037860,1312916,825,48,No
CUST_2585,29,1796641,104708,686,24,Yes
CUST_2586,45,257939,507141,707,12,No
CUST_2587,60,1694818,1446268,568,12,Yes
CUST_2588,34,223548,462028,470,36,Yes
CUST_2589,45,656437,1330985,469,12,Yes
CUST_2590,42,1898413,1353027,458,60,No
CUST_2591,50,633917,877013,808,60,Yes
CUST_2592,40,644503,1345750,746,24,No
CUST_2593,41,337799,489844,381,48,Yes
CUST_2594,64,965820,1318276,356,60,No
CUST_2595,52,381789,337249,818,24,No
CUST_2596,41,625643,564539,411,48,Yes
CUST_2597,55,1920628,381301,347,12,No
CUST_2598,52,1804489,1093840,675,24,No
CUST_2599,50,634352,1447955,332,48,Yes
CUST_2600,59,1887745,820802,803,36,No
CUST_2601,32,1694201,314491,302,36,Yes
CUST_2602,61,1002009,800382,785,60,No
CUST_2603,38,1595875,198182,815,48,No
CUST_2604,41,311776,243242,341,36,No
CUST_2605,33,1085678,972427,308,60,No
CUST_2606,41,982119,757161,441,24,No
CUST_2607,28,713624,505987,735,24,No
CUST_2608,60,412803,174926,326,48,Yes
CUST_2609,27,358761,131147,342,48,No
CUST_2610,43,1915090,1408855,430,48,Yes
CUST_2611,64,697873,1281784,515,48,Yes
CUST_2612,52,557092,270868,819,36,No
CUST_2613,31,221341,170787,644,36,No
CUST_2614,42,559698,1014237,807,60,Yes
CUST_2615,42,1454329,164427,712,36,Yes
CUST_2616,63,508474,198063,545,24,Yes
CUST_2617,45,973429,727913,748,60,No
CUST_2618,42,1598479,1319358,320,36,Yes
CUST_2619,48,923776,661781,707,48,No
CUST_2620,49,1597527,538633,756,36,No
CUST_2621,33,1019745,849203,743,12,No
CUST_2622,38,509044,1224183,564,60,Yes
CUST_2623,22,278840,821122,483,36,Yes
CUST_2624,49,1414343,985802,526,36,Yes
CUST_2625,41,361297,129876,847,24,No
CUST_2626,35,1072504,542108,545,48,Yes
CUST_2627,47,249156,217071,372,48,No
CUST_2628,51,408281,505884,449,24,No
CUST_2629,35,287453,1342298,812,24,No
CUST_2630,43,1931765,387927,368,12,Yes
CUST_2631,44,1198412,618728,529,60,Yes
CUST_2632,64,225938,605943,371,48,No
CUST_2633,33,259164,617327,696,24,Yes
CUST_2634,42,647746,367399,383,24,No
CUST_2635,63,923559,122219,598,60,No
CUST_2636,57,784570,760349,592,24,No
CUST_2637,53,1558521,1419315,522,12,No
CUST_2638,23,602681,744911,515,60,No
CUST_2639,39,1514046,768590,530,12,No
CUST_2640,43,1931530,416042,704,36,No
CUST_2641,49,1364395,1389091,468,48,No
CUST_2642,50,1515483,209950,628,24,Yes
CUST_2643,59,681873,217229,725,60,No
CUST_2644,64,341900,1104490,495,12,Yes
CUST_2645,45,1558308,1313348,825,48,No
CUST_2646,57,997653,1387900,376,48,No
CUST_2647,28,604427,971192,576,24,Yes
CUST_2648,62,737857,915048,765,48,No
CUST_2649,36,1476542,1326137,747,24,No
CUST_2650,28,237860,1286011,619,36,No
CUST_2651,21,402630,669501,459,24,No
CUST_2652,64,1771801,470576,791,12,No
CUST_2653,25,868875,612093,612,48,No
CUST_2654,23,795983,456669,460,48,Yes
CUST_2655,21,453078,1225175,607,48,No
CUST_2656,24,966887,728063,445,24,Yes
CUST_2657,60,568893,1288669,695,60,No
CUST_2658,55,1204731,1172752,388,24,Yes
CUST_2659,52,1404552,144799,607,12,No
CUST_2660,62,915295,672673,845,24,No
CUST_2661,54,1192652,809942,670,48,Yes
CUST_2662,63,1254212,1187495,750,36,No
CUST_2663,45,461578,974914,466,12,No
CUST_2664,30,1587849,655750,691,36,Yes
CUST_2665,41,483816,229340,790,12,No
CUST_2666,59,1476269,739608,449,12,Yes
CUST_2667,47,721393,1129735,767,48,No
CUST_2668,47,1249230,92039,342,24,Yes
CUST_2669,22,778921,807262,328,48,Yes
CUST_2670,61,1265719,1146376,330,48,Yes
CUST_2671,33,780222,352905,427,48,No
CUST_2672,29,1578054,668914,593,36,Yes
CUST_2673,56,827751,529319,740,12,No
CUST_2674,42,325851,1216944,687,60,No
CUST_2675,62,753375,749023,823,24,No
CUST_2676,46,866978,1007916,846,48,No
CUST_2677,32,994878,1217574,409,12,No
CUST_2678,37,511011,291324,627,24,Yes
CUST_2679,34,644244,559662,704,60,No
CUST_2680,34,358272,478583,544,60,Yes
CUST_2681,54,426179,1420614,462,48,Yes
CUST_2682,40,1074506,283229,698,60,No
CUST_2683,31,1965401,887876,698,60,No
CUST_2684,36,1751292,1001773,792,24,No
CUST_2685,51,1466084,111748,538,24,Yes
CUST_2686,26,1891286,1139766,764,48,No
CUST_2687,39,550036,1138894,331,12,Yes
CUST_2688,57,1468207,742378,422,48,No
CUST_2689,24,582188,174078,833,36,No
CUST_2690,24,239148,89759,409,60,No
CUST_2691,40,1400346,852930,570,12,No
CUST_2692,30,635686,600277,679,24,No
CUST_2693,44,685287,429179,599,36,No
CUST_2694,55,1960399,903009,548,36,Yes
CUST_2695,46,495901,417375,820,60,No
CUST_2696,57,278012,1082203,333,24,Yes
CUST_2697,58,1113475,735459,527,12,Yes
CUST_2698,41,1187751,926332,698,24,No
CUST_2699,60,256116,483855,519,60,Yes
CUST_2700,59,344233,941111,670,36,Yes
CUST_2701,41,1280728,335626,827,60,No
CUST_2702,30,306379,1429932,374,48,No
CUST_2703,58,1475481,1078825,435,36,Yes
CUST_2704,24,1269412,530533,373,60,No
CUST_2705,65,421439,866480,553,12,Yes
CUST_2706,40,1435296,970569,317,12,Yes
CUST_2707,37,1405979,1493828,342,12,Yes
CUST_2708,27,1390411,765054,349,48,Yes
CUST_2709,24,1055876,441637,814,24,No
CUST_2710,49,817397,1158780,602,12,No
CUST_2711,34,1398835,298827,441,48,Yes
CUST_2712,23,1391605,295256,501,12,Yes
CUST_2713,44,597595,394087,506,48,No
CUST_2714,57,806306,71518,714,12,No
CUST_2715,36,1895940,460275,520,24,Yes
CUST_2716,24,1931041,644091,661,60,No
CUST_2717,44,1642669,121524,380,12,Yes
CUST_2718,54,1952289,798870,584,60,No
CUST_2719,50,1988521,926004,668,12,No
CUST_2720,38,1594028,641309,791,24,No
CUST_2721,39,1693359,785609,645,60,No
CUST_2722,51,520057,332187,503,48,Yes
CUST_2723,39,726925,1100995,324,12,Yes
CUST_2724,39,665994,1220407,368,12,No
CUST_2725,42,1028457,818976,815,48,No
CUST_2726,44,956547,984644,791,24,No
CUST_2727,65,561652,486700,539,36,Yes
CUST_2728,32,806752,1293517,660,12,Yes
CUST_2729,50,1539462,1274858,740,48,Yes
CUST_2730,58,736119,390641,330,36,Yes
CUST_2731,51,313768,682899,621,12,No
CUST_2732,56,971271,1236135,643,60,No
CUST_2733,39,1595812,636400,835,48,No
CUST_2734,65,1077311,998614,654,60,No
CUST_2735,56,1112969,1337616,770,24,Yes
CUST_2736,50,1164266,852792,404,36,Yes
CUST_2737,53,829112,807739,621,48,No
CUST_2738,38,1216462,1090206,826,12,No
CUST_2739,48,1337317,1443758,803,12,No
CUST_2740,31,1267406,1040671,384,36,No
CUST_2741,65,1565764,315161,534,60,No
CUST_2742,53,1060380,398405,562,60,No
CUST_2743,37,269202,241196,305,48,No
CUST_2744,26,499189,640608,793,48,No
CUST_2745,24,417394,1333643,588,60,No
CUST_2746,40,1759049,1494988,649,48,No
CUST_2747,47,1450699,387232,499,60,Yes
CUST_2748,35,357699,1279362,634,36,Yes
CUST_2749,26,477342,1392641,516,48,No
CUST_2750,34,1055953,904967,652,60,No
CUST_2751,31,704655,1163926,624,48,No
CUST_2752,59,1879335,231417,527,12,Yes
CUST_2753,29,436824,290678,444,12,Yes
CUST_2754,46,1760790,393275,607,24,No
CUST_2755,36,1267979,1120639,584,60,No
CUST_2756,25,1252257,1439666,691,24,Yes
CUST_2757,30,553699,1275619,659,60,No
CUST_2758,23,1248072,184670,464,48,No
CUST_2759,33,1888124,60564,523,60,Yes
CUST_2760,63,1946228,816412,423,12,Yes
CUST_2761,50,829674,801794,643,48,Yes
CUST_2762,65,598845,361869,823,12,Yes
CUST_2763,26,293246,155940,351,48,Yes
CUST_2764,37,1344440,1027444,428,60,Yes
CUST_2765,65,408886,636373,434,60,Yes
CUST_2766,39,470561,1370985,426,12,No
CUST_2767,62,1629608,1239353,370,36,Yes
CUST_2768,55,1414413,236351,572,60,Yes
CUST_2769,46,1060931,1189656,486,36,Yes
CUST_2770,25,1493736,523050,302,48,No
CUST_2771,49,387646,506195,584,36,No
CUST_2772,57,1220332,367972,321,12,Yes
CUST_2773,40,1732337,1477604,465,24,No
CUST_2774,41,983566,828894,609,24,No
CUST_2775,30,1014107,1078520,776,12,No
CUST_2776,25,1505257,1369204,797,24,No
CUST_2777,56,1714059,1423368,733,12,No
CUST_2778,26,1944499,1420665,533,60,Yes
CUST_2779,46,735620,759038,675,36,Yes
CUST_2780,24,979105,136332,545,24,Yes
CUST_2781,59,1005609,931037,602,60,Yes
CUST_2782,59,1116992,1354116,704,24,No
CUST_2783,55,420326,304547,320,48,Yes
CUST_2784,21,923807,1002865,556,12,No
CUST_2785,44,1510425,846747,698,12,No
CUST_2786,56,519248,360112,828,60,No
CUST_2787,26,546479,321251,350,48,Yes
CUST_2788,61,1625658,630069,746,36,No
CUST_2789,64,1329306,316013,569,48,No
CUST_2790,51,1646743,505911,561,48,No
CUST_2791,40,1486050,503638,664,36,Yes
CUST_2792,44,490477,1386371,348,36,No
CUST_2793,45,483817,1417694,817,48,No
CUST_2794,56,1100853,544509,417,24,Yes
CUST_2795,41,1813734,73446,752,24,No
CUST_2796,50,453017,1267756,696,48,No
CUST_2797,44,851824,578111,326,24,Yes
CUST_2798,64,533245,194526,671,36,No
CUST_2799,62,1009253,709292,396,36,Yes
CUST_2800,50,1274070,977724,828,24,No
CUST_2801,42,1872341,255162,485,36,Yes
CUST_2802,48,1636803,1166541,514,12,No
CUST_2803,27,1978096,516196,550,36,No
CUST_2804,55,574842,322654,515,48,Yes
CUST_2805,48,573704,715897,328,60,Yes
CUST_2806,34,1642627,155935,401,24,Yes
CUST_2807,30,1242630,905566,422,24,No
CUST_2808,36,480790,807993,353,36,Yes
CUST_2809,36,323777,551443,582,36,No
CUST_2810,51,1850224,303978,416,60,No
CUST_2811,62,1548055,719142,413,60,No
CUST_2812,45,1055783,426924,842,48,No
CUST_2813,33,1101366,437688,592,12,Yes
CUST_2814,26,333501,566404,494,48,Yes
CUST_2815,64,1552670,387864,591,24,Yes
CUST_2816,29,784942,1120648,560,36,No
CUST_2817,65,569566,131015,506,48,Yes
CUST_2818,56,1620654,275075,348,36,Yes
CUST_2819,63,319975,1171322,305,36,No
CUST_2820,40,923503,226774,678,48,Yes
CUST_2821,38,1601906,414404,693,48,No
CUST_2822,63,1614954,449273,523,60,No
CUST_2823,41,1875190,178259,322,12,Yes
CUST_2824,24,1326103,80916,409,60,No
CUST_2825,53,548848,601556,698,12,No
CUST_2826,47,1681177,73259,471,48,No
CUST_2827,27,366991,496799,605,12,Yes
CUST_2828,26,296952,653688,450,24,Yes
CUST_2829,35,533260,346437,727,60,No
CUST_2830,38,665806,1105619,766,60,No
CUST_2831,52,1076058,157009,366,60,No
CUST_2832,31,1682179,1008146,455,36,No
CUST_2833,40,1919759,1307713,505,36,Yes
CUST_2834,44,246015,211940,454,48,No
CUST_2835,35,302877,859716,808,48,No
CUST_2836,27,1526059,687547,373,36,Yes
CUST_2837,41,1771741,1199380,348,60,Yes
CUST_2838,62,1907427,119000,766,36,No
CUST_2839,46,593922,134179,478,12,No
CUST_2840,64,1870357,834514,347,60,Yes
CUST_2841,34,871088,1122456,371,36,No
CUST_2842,57,1124501,1492047,412,48,Yes
CUST_2843,41,1745329,444718,458,36,No
CUST_2844,38,915768,775552,329,24,Yes
CUST_2845,25,1175601,519054,396,36,No
CUST_2846,23,591670,907398,550,60,No
CUST_2847,43,631739,222438,818,36,No
CUST_2848,46,1894512,470641,391,48,No
CUST_2849,57,1535883,495544,412,12,No
CUST_2850,44,1921654,819640,558,24,No
CUST_2851,39,811796,1432414,406,60,Yes
CUST_2852,45,939127,1497598,689,48,No
CUST_2853,41,1550339,529490,657,24,No
CUST_2854,32,1522846,853538,498,36,No
CUST_2855,61,1837790,106731,726,24,No
CUST_2856,53,240633,1173586,777,12,No
CUST_2857,24,1457302,299091,802,24,Yes
CUST_2858,62,1251893,1393319,419,24,No
CUST_2859,27,507124,121326,608,36,Yes
CUST_2860,42,1030547,823164,837,36,No
CUST_2861,53,1965582,387850,774,60,No
CUST_2862,37,911323,1213594,643,36,No
CUST_2863,44,1689423,538968,435,24,Yes
CUST_2864,54,1953252,508128,576,12,Yes
CUST_2865,48,1616084,104645,832,36,No
CUST_2866,63,1701134,521426,330,60,Yes
CUST_2867,61,1526224,131588,546,60,No
CUST_2868,59,923953,1278190,710,24,No
CUST_2869,42,619876,163693,326,36,Yes
CUST_2870,37,1126109,60567,372,36,Yes
CUST_2871,54,1568108,1361039,396,60,No
CUST_2872,26,1460945,1188581,645,36,No
CUST_2873,26,1828365,1103367,775,24,Yes
CUST_2874,54,908669,540488,599,12,No
CUST_2875,21,227043,181401,598,24,No
CUST_2876,30,233635,255459,586,36,Yes
CUST_2877,41,410387,111032,748,24,No
CUST_2878,25,1329267,749438,511,48,Yes
CUST_2879,22,699730,925094,375,48,Yes
CUST_2880,42,1206891,912132,700,36,No
CUST_2881,22,1342520,629897,333,36,No
CUST_2882,30,927467,241634,797,12,No
CUST_2883,54,655796,664333,815,24,No
CUST_2884,36,1101699,842135,627,12,Yes
CUST_2885,59,1764154,798005,397,36,Yes
CUST_2886,42,1197057,1423835,665,36,No
CUST_2887,32,1287812,1076457,762,60,No
CUST_2888,44,1514870,269162,327,12,Yes
CUST_2889,60,1622089,1126252,685,36,No
CUST_2890,58,1005855,794700,572,48,Yes
CUST_2891,30,1777001,1266571,426,60,Yes
CUST_2892,55,754280,1390522,501,24,Yes
CUST_2893,52,1211942,1451051,820,60,No
CUST_2894,27,315140,506120,586,24,Yes
CUST_2895,41,375993,1027666,749,48,No
CUST_2896,40,1894089,1223362,387,24,No
CUST_2897,46,1721161,901601,617,12,Yes
CUST_2898,24,1053349,596363,318,24,Yes
CUST_2899,42,1584410,780076,406,24,Yes
CUST_2900,35,1544955,1107880,757,60,No
CUST_2901,60,410047,179851,610,48,No
CUST_2902,41,1791986,1481449,711,24,Yes
CUST_2903,35,486100,1158198,797,12,No
CUST_2904,42,263879,1414935,543,60,No
CUST_2905,48,782848,1047650,679,48,No
CUST_2906,34,1238939,1347685,814,48,No
CUST_2907,47,572454,336172,506,36,Yes
CUST_2908,61,924045,613616,693,12,No
CUST_2909,60,1142164,339445,320,60,No
CUST_2910,48,1245533,350159,826,60,No
CUST_2911,46,1485844,611133,642,12,No
CUST_2912,22,679280,225231,501,48,Yes
CUST_2913,45,1756232,355858,419,24,Yes
CUST_2914,23,987600,1179298,688,12,No
CUST_2915,28,507268,337374,836,60,No
CUST_2916,64,1939833,1147838,533,12,No
CUST_2917,53,870392,1057705,619,48,No
CUST_2918,62,1563517,91722,479,36,Yes
CUST_2919,55,1685619,1013863,667,36,No
CUST_2920,26,1399399,899228,375,24,No
CUST_2921,59,754661,745519,795,24,No
CUST_2922,43,322026,290740,821,48,No
CUST_2923,45,1278846,1076179,500,24,Yes
CUST_2924,63,1127890,1199384,645,36,No
CUST_2925,39,1481507,305416,782,48,No
CUST_2926,25,1968753,1360704,518,48,No
CUST_2927,31,1313760,1497031,359,48,No
CUST_2928,32,707532,820340,849,12,No
CUST_2929,30,935053,1411606,520,24,Yes
CUST_2930,28,762167,939856,801,60,No
CUST_2931,44,1222560,154697,432,36,Yes
CUST_2932,48,511741,1330148,352,24,No
CUST_2933,61,1156636,807130,749,36,No
CUST_2934,56,203626,740034,361,24,No
CUST_2935,57,1858800,1247753,322,60,Yes
CUST_2936,41,1743971,1077691,343,36,Yes
CUST_2937,28,1854379,210811,346,60,No
CUST_2938,29,408137,1261617,323,36,No
CUST_2939,35,1828254,1493608,388,12,Yes
CUST_2940,60,1134149,828492,473,12,Yes
CUST_2941,38,947320,307471,418,36,No
CUST_2942,62,1827008,142019,477,36,No
CUST_2943,40,344454,1207593,641,60,No
CUST_2944,26,1776889,905817,358,48,Yes
CUST_2945,32,636442,268220,737,36,No
CUST_2946,22,1590100,1203729,727,24,No
CUST_2947,27,454043,608114,725,24,No
CUST_2948,36,843198,684322,680,24,Yes
CUST_2949,23,662927,408349,785,12,No
CUST_2950,65,820343,1111385,484,60,Yes
CUST_2951,23,1636909,1399148,759,12,No
CUST_2952,47,930070,1062494,401,24,Yes
CUST_2953,63,1120947,1209702,314,36,Yes
CUST_2954,60,1007827,402465,350,24,Yes
CUST_2955,58,1806325,838525,608,36,Yes
CUST_2956,53,1506648,618786,333,60,Yes
CUST_2957,48,1813979,868441,504,48,Yes
CUST_2958,21,310084,1049598,369,36,Yes
CUST_2959,28,1214391,440659,529,12,Yes
CUST_2960,57,545876,67718,779,24,Yes
CUST_2961,52,1229649,1377425,832,24,No
CUST_2962,63,673006,399762,407,24,No
CUST_2963,57,1590277,112598,540,36,No
CUST_2964,24,1057692,1372959,550,60,Yes
CUST_2965,50,1932626,883054,434,36,No
CUST_2966,26,987839,620953,389,12,Yes
CUST_2967,39,273568,868706,739,24,Yes
CUST_2968,52,1307136,196075,597,36,Yes
CUST_2969,29,1164844,1251636,706,24,No
CUST_2970,32,1397442,499110,607,12,No
CUST_2971,31,1399529,271516,401,48,No
CUST_2972,36,1990228,1453823,660,48,No
CUST_2973,21,961058,1165022,827,48,No
CUST_2974,65,426024,603360,592,24,Yes
CUST_2975,41,1429351,83717,445,36,Yes
CUST_2976,50,1161858,268417,703,24,No
CUST_2977,33,291288,207723,301,60,No
CUST_2978,54,671678,429346,418,36,No
CUST_2979,24,1629740,1011795,490,12,No
CUST_2980,48,1085733,434533,302,48,No
CUST_2981,58,214390,159525,786,36,No
CUST_2982,51,697619,1311668,476,36,Yes
CUST_2983,47,418547,1103222,556,48,Yes
CUST_2984,25,751595,351857,833,12,No
CUST_2985,45,427436,1428656,776,24,No
CUST_2986,23,425121,1273979,697,24,No
CUST_2987,53,451063,334329,795,36,No
CUST_2988,24,1273078,396407,519,48,No
CUST_2989,45,1795350,804016,472,60,No
CUST_2990,40,1622533,626395,689,12,No
CUST_2991,54,1942194,819153,801,24,No
CUST_2992,46,1961652,853995,559,12,Yes
CUST_2993,25,428300,327845,430,12,Yes
CUST_2994,55,303920,1298720,412,12,Yes
CUST_2995,48,1985430,1015721,319,48,Yes
CUST_2996,49,1218056,789782,514,48,Yes
CUST_2997,29,1593488,545339,609,48,No
CUST_2998,58,1128252,702619,550,36,No
CUST_2999,26,787073,734770,787,48,No
CUST_3000,39,800338,149280,681,36,Yes
CUST_3001,64,747026,764075,708,24,No
CUST_3002,31,274231,1084472,570,24,Yes
CUST_3003,22,273606,1137241,706,24,No
CUST_3004,64,1735093,328101,493,24,No
CUST_3005,64,1552382,1015631,740,24,No
CUST_3006,29,1629033,1031093,612,48,No
CUST_3007,41,1475945,898352,378,60,No
CUST_3008,44,693896,738235,479,48,Yes
CUST_3009,54,356688,163828,313,60,No
CUST_3010,42,695898,960284,545,48,Yes
CUST_3011,23,1521902,1189391,313,24,Yes
CUST_3012,32,1216382,1293470,398,12,Yes
CUST_3013,48,1703805,1039269,332,60,Yes
CUST_3014,50,362403,1263290,735,12,No
CUST_3015,46,901458,82356,556,24,No
CUST_3016,41,1274704,1364529,333,60,Yes
CUST_3017,48,1280132,1010875,318,12,Yes
CUST_3018,46,1507046,321609,559,48,Yes
CUST_3019,53,1925812,1434564,715,24,Yes
CUST_3020,41,1388597,246322,436,48,No
CUST_3021,55,776250,96023,658,48,No
CUST_3022,54,1862918,227696,415,24,No
CUST_3023,61,717200,476492,703,60,No
CUST_3024,38,1450854,908075,501,36,Yes
CUST_3025,31,1796963,260084,675,36,No
CUST_3026,43,1484519,1233087,549,24,No
CUST_3027,42,1130220,529064,745,36,No
CUST_3028,37,383683,1177248,577,12,Yes
CUST_3029,25,1942821,522919,411,60,Yes
CUST_3030,64,1563864,1115876,772,48,No
CUST_3031,31,1444868,372433,691,48,No
CUST_3032,50,732125,513723,442,24,No
CUST_3033,35,1429003,994413,331,48,Yes
CUST_3034,47,1426947,69659,480,12,No
CUST_3035,55,1136663,736763,815,12,Yes
CUST_3036,53,1103112,1343835,568,24,No
CUST_3037,40,972291,60360,535,48,No
CUST_3038,36,1617522,857856,576,36,No
CUST_3039,54,1233879,98791,574,36,No
CUST_3040,22,826701,446281,385,60,Yes
CUST_3041,55,251012,1373020,362,24,Yes
CUST_3042,60,330193,607658,703,60,No
CUST_3043,48,1176809,775191,491,36,Yes
CUST_3044,59,418168,1125785,592,36,Yes
CUST_3045,26,348178,551503,330,36,Yes
CUST_3046,29,258123,333071,629,60,No
CUST_3047,40,311825,553623,406,24,Yes
CUST_3048,21,1781584,667542,575,12,No
CUST_3049,28,1417309,914845,381,12,No
CUST_3050,43,970391,1087441,363,36,Yes
CUST_3051,23,1473546,797562,428,24,Yes
CUST_3052,24,424866,1484636,555,24,Yes
CUST_3053,45,1224208,1091371,530,48,No
CUST_3054,58,1138624,755314,796,48,No
CUST_3055,35,1399438,1346918,436,60,Yes
CUST_3056,41,782943,922189,754,48,No
CUST_3057,55,915003,1001937,654,60,Yes
CUST_3058,34,1866312,852364,784,12,No
CUST_3059,56,378446,107803,445,36,Yes
CUST_3060,32,898267,1232200,332,24,No
CUST_3061,37,1429719,630915,559,12,No
CUST_3062,59,1893371,1440530,386,12,No
CUST_3063,29,496956,1143956,564,60,Yes
CUST_3064,55,1036002,210322,841,36,No
CUST_3065,33,1561621,1481041,691,60,No
CUST_3066,35,1308762,881460,531,12,Yes
CUST_3067,38,1370642,720655,746,24,Yes
CUST_3068,53,590508,1047709,428,48,No
CUST_3069,26,1954187,322667,570,60,Yes
CUST_3070,47,1969107,1406250,388,12,Yes
CUST_3071,43,236160,588057,765,48,No
CUST_3072,47,219156,162035,469,48,Yes
CUST_3073,54,1324784,1274293,427,12,Yes
CUST_3074,58,673196,730917,473,36,No
CUST_3075,34,665536,809087,325,12,No
CUST_3076,56,873289,1440502,810,24,Yes
CUST_3077,28,659822,390526,787,48,No
CUST_3078,55,1479802,1266733,705,24,No
CUST_3079,39,1704351,947371,325,60,Yes
CUST_3080,50,1695997,1243118,382,48,Yes
CUST_3081,34,1710267,915144,663,36,Yes
CUST_3082,40,919701,1468137,666,12,No
CUST_3083,45,1081809,260154,359,60,No
CUST_3084,60,505007,1311972,850,24,No
CUST_3085,44,937197,1029532,591,60,No
CUST_3086,34,265439,1280420,490,36,No
CUST_3087,46,1911130,572797,760,12,No
CUST_3088,58,1975323,1041120,532,60,No
CUST_3089,43,845649,1450020,773,24,Yes
CUST_3090,42,412986,1097006,704,60,No
CUST_3091,39,1445862,318774,570,12,Yes
CUST_3092,23,1741084,960906,433,60,Yes
CUST_3093,62,229777,411013,470,24,No
CUST_3094,39,1505003,1244507,714,12,No
CUST_3095,29,1930119,464399,327,36,No
CUST_3096,48,620661,933717,435,36,Yes
CUST_3097,40,398110,1327071,704,48,No
CUST_3098,65,1233981,304809,804,60,No
CUST_3099,27,1597921,1009748,540,24,Yes
CUST_3100,34,614627,779672,743,60,No
CUST_3101,29,905937,1113597,733,12,No
CUST_3102,39,478011,498781,527,48,No
CUST_3103,34,1835365,491259,808,24,No
CUST_3104,58,1393914,778510,602,60,Yes
CUST_3105,56,890568,114361,333,24,Yes
CUST_3106,60,1750330,846787,301,12,Yes
CUST_3107,37,1894408,1197417,661,48,No
CUST_3108,50,1673005,754364,494,24,No
CUST_3109,29,1911303,1344876,607,12,No
CUST_3110,53,759650,210786,549,36,Yes
CUST_3111,45,450449,591486,446,24,No
CUST_3112,34,513732,379095,645,48,No
CUST_3113,31,1417933,969156,647,24,No
CUST_3114,55,1899547,1357042,553,24,Yes
CUST_3115,61,980445,1364530,698,12,No
CUST_3116,34,405827,960175,633,60,No
CUST_3117,50,402918,984073,475,60,No
CUST_3118,61,1547027,1356884,424,24,Yes
CUST_3119,24,1212671,1198431,697,48,No
CUST_3120,24,542424,784480,430,48,Yes
CUST_3121,48,1661659,171701,706,12,No
